date,n,top
2020-06-10,6,4_wij_willen_komen_maken
2020-06-10,7,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,8,4_wij_willen_komen_maken
2020-06-10,9,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,10,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,11,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,12,4_wij_willen_komen_maken
2020-06-10,13,1_motie_komen_moeten_stellen
2020-06-10,14,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,15,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,16,1_motie_komen_moeten_stellen
2020-06-10,17,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,18,13_virus_wij_moeten_weer
2020-06-10,19,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,20,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,21,10_nederland_nederlander_voorzitter_regering
2020-06-10,22,7_voorzitter_willen_goed_dank
2020-06-10,23,7_voorzitter_willen_goed_dank
2020-06-10,24,6_europees_moeten_nederland_geld
2020-06-10,25,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,26,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,27,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,28,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,29,4_wij_willen_komen_maken
2020-06-10,30,3_corona_coronaproof_verschrikkelijk_afschrikken
2020-06-10,31,8_nederland_virus_maatregel_coronavirus
2020-06-10,32,4_wij_willen_komen_maken
2020-06-10,33,7_voorzitter_willen_goed_dank
2020-06-10,34,7_voorzitter_willen_goed_dank
2020-06-10,35,4_wij_willen_komen_maken
2020-06-10,36,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,37,7_voorzitter_willen_goed_dank
2020-06-10,38,4_wij_willen_komen_maken
2020-06-10,39,14_ambulancezorg_zorg_dienst_discussie
2020-06-10,40,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,41,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,42,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,43,7_voorzitter_willen_goed_dank
2020-06-10,44,13_virus_wij_moeten_weer
2020-06-10,45,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,46,4_wij_willen_komen_maken
2020-06-10,47,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,48,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,49,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,50,13_virus_wij_moeten_weer
2020-06-10,51,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,52,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,53,7_voorzitter_willen_goed_dank
2020-06-10,54,7_voorzitter_willen_goed_dank
2020-06-10,55,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,56,12_motie_komen_willen_ziekenhuis
2020-06-10,57,4_wij_willen_komen_maken
2020-06-10,58,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,59,13_virus_wij_moeten_weer
2020-06-10,60,7_voorzitter_willen_goed_dank
2020-06-10,61,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,62,0_dier_bedrijf_moeten_volksgezondheid
2020-06-10,63,13_virus_wij_moeten_weer
2020-06-10,64,7_voorzitter_willen_goed_dank
2020-06-10,65,13_virus_wij_moeten_weer
2020-06-10,66,4_wij_willen_komen_maken
2020-06-10,67,4_wij_willen_komen_maken
2020-06-11,0,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,1,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,2,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,3,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,4,4_wij_willen_komen_maken
2020-06-11,5,4_wij_willen_komen_maken
2020-06-11,6,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,7,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,8,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,9,4_wij_willen_komen_maken
2020-06-11,10,4_wij_willen_komen_maken
2020-06-11,11,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,12,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,13,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,14,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,15,4_wij_willen_komen_maken
2020-06-11,16,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,17,0_dier_bedrijf_moeten_volksgezondheid
2020-06-11,18,6_europees_moeten_nederland_geld
2020-06-11,19,4_wij_willen_komen_maken
2020-06-11,20,4_wij_willen_komen_maken
2020-06-11,21,4_wij_willen_komen_maken
2020-06-11,22,4_wij_willen_komen_maken
2020-06-11,23,4_wij_willen_komen_maken
2020-06-11,24,6_europees_moeten_nederland_geld
2020-06-11,25,4_wij_willen_komen_maken
2020-06-11,26,4_wij_willen_komen_maken
2020-06-11,27,6_europees_moeten_nederland_geld
2020-06-11,28,4_wij_willen_komen_maken
2020-06-15,0,4_wij_willen_komen_maken
2020-06-15,1,4_wij_willen_komen_maken
2020-06-16,0,8_nederland_virus_maatregel_coronavirus
2020-06-16,1,4_wij_willen_komen_maken
2020-06-16,2,4_wij_willen_komen_maken
2020-06-16,3,1_motie_komen_moeten_stellen
2020-06-16,4,4_wij_willen_komen_maken
2020-06-16,5,4_wij_willen_komen_maken
2020-06-16,6,7_voorzitter_willen_goed_dank
2020-06-16,7,4_wij_willen_komen_maken
2020-06-16,8,1_motie_komen_moeten_stellen
2020-06-16,9,4_wij_willen_komen_maken
2020-06-16,10,3_corona_coronaproof_verschrikkelijk_afschrikken
2020-06-16,11,7_voorzitter_willen_goed_dank
2020-06-16,12,4_wij_willen_komen_maken
2020-06-16,13,4_wij_willen_komen_maken
2020-06-16,14,4_wij_willen_komen_maken
2020-06-16,15,4_wij_willen_komen_maken
2020-06-16,16,10_nederland_nederlander_voorzitter_regering
2020-06-16,17,1_motie_komen_moeten_stellen
2020-06-16,18,4_wij_willen_komen_maken
2020-06-16,19,4_wij_willen_komen_maken
2020-06-16,20,4_wij_willen_komen_maken
2020-06-16,21,4_wij_willen_komen_maken
2020-06-16,22,4_wij_willen_komen_maken
2020-06-16,23,4_wij_willen_komen_maken
2020-06-16,24,4_wij_willen_komen_maken
2020-06-17,0,6_europees_moeten_nederland_geld
2020-06-17,1,6_europees_moeten_nederland_geld
2020-06-17,2,6_europees_moeten_nederland_geld
2020-06-17,3,6_europees_moeten_nederland_geld
2020-06-17,4,6_europees_moeten_nederland_geld
2020-06-17,5,4_wij_willen_komen_maken
2020-06-17,6,6_europees_moeten_nederland_geld
2020-06-17,7,6_europees_moeten_nederland_geld
2020-06-17,8,6_europees_moeten_nederland_geld
2020-06-17,9,6_europees_moeten_nederland_geld
2020-06-17,10,6_europees_moeten_nederland_geld
2020-06-17,11,6_europees_moeten_nederland_geld
2020-06-17,12,6_europees_moeten_nederland_geld
2020-06-17,13,6_europees_moeten_nederland_geld
2020-06-17,14,6_europees_moeten_nederland_geld
2020-06-17,15,6_europees_moeten_nederland_geld
2020-06-17,16,6_europees_moeten_nederland_geld
2020-06-17,17,6_europees_moeten_nederland_geld
2020-06-17,18,6_europees_moeten_nederland_geld
2020-06-17,19,6_europees_moeten_nederland_geld
2020-06-17,20,6_europees_moeten_nederland_geld
2020-06-17,21,6_europees_moeten_nederland_geld
2020-06-17,22,4_wij_willen_komen_maken
2020-06-17,23,6_europees_moeten_nederland_geld
2020-06-17,24,6_europees_moeten_nederland_geld
2020-06-17,25,4_wij_willen_komen_maken
2020-06-17,26,6_europees_moeten_nederland_geld
2020-06-17,27,4_wij_willen_komen_maken
2020-06-17,28,4_wij_willen_komen_maken
2020-06-18,0,1_motie_komen_moeten_stellen
2020-06-18,1,10_nederland_nederlander_voorzitter_regering
2020-06-18,2,4_wij_willen_komen_maken
2020-06-18,3,4_wij_willen_komen_maken
2020-06-18,4,7_voorzitter_willen_goed_dank
2020-06-18,5,7_voorzitter_willen_goed_dank
2020-06-18,6,4_wij_willen_komen_maken
2020-06-18,7,6_europees_moeten_nederland_geld
2020-06-18,8,0_dier_bedrijf_moeten_volksgezondheid
2020-06-18,9,4_wij_willen_komen_maken
2020-06-18,10,1_motie_komen_moeten_stellen
2020-06-18,11,4_wij_willen_komen_maken
2020-06-23,0,6_europees_moeten_nederland_geld
2020-06-23,1,1_motie_komen_moeten_stellen
2020-06-23,2,4_wij_willen_komen_maken
2020-06-23,3,4_wij_willen_komen_maken
2020-06-23,4,4_wij_willen_komen_maken
2020-06-23,5,1_motie_komen_moeten_stellen
2020-06-23,6,1_motie_komen_moeten_stellen
2020-06-23,7,8_nederland_virus_maatregel_coronavirus
2020-06-23,8,4_wij_willen_komen_maken
2020-06-23,9,7_voorzitter_willen_goed_dank
2020-06-23,10,4_wij_willen_komen_maken
2020-06-23,11,9_demonstratie_motie_openbaarmaking_elkaar
2020-06-23,12,4_wij_willen_komen_maken
2020-06-23,13,8_nederland_virus_maatregel_coronavirus
2020-06-23,14,8_nederland_virus_maatregel_coronavirus
2020-06-23,15,4_wij_willen_komen_maken
2020-06-23,16,4_wij_willen_komen_maken
2020-06-23,17,0_dier_bedrijf_moeten_volksgezondheid
2020-06-23,18,7_voorzitter_willen_goed_dank
2020-06-23,19,7_voorzitter_willen_goed_dank
2020-06-23,20,0_dier_bedrijf_moeten_volksgezondheid
2020-06-23,21,1_motie_komen_moeten_stellen
2020-06-23,22,1_motie_komen_moeten_stellen
2020-06-23,23,4_wij_willen_komen_maken
2020-06-23,24,4_wij_willen_komen_maken
2020-06-24,0,6_europees_moeten_nederland_geld
2020-06-24,1,6_europees_moeten_nederland_geld
2020-06-24,2,4_wij_willen_komen_maken
2020-06-24,3,4_wij_willen_komen_maken
2020-06-24,4,7_voorzitter_willen_goed_dank
2020-06-24,5,4_wij_willen_komen_maken
2020-06-24,6,1_motie_komen_moeten_stellen
2020-06-24,7,4_wij_willen_komen_maken
2020-06-24,8,4_wij_willen_komen_maken
2020-06-24,9,4_wij_willen_komen_maken
2020-06-24,10,7_voorzitter_willen_goed_dank
2020-06-24,11,4_wij_willen_komen_maken
2020-06-24,12,4_wij_willen_komen_maken
2020-06-24,13,4_wij_willen_komen_maken
2020-06-24,14,8_nederland_virus_maatregel_coronavirus
2020-06-24,15,7_voorzitter_willen_goed_dank
2020-06-24,16,6_europees_moeten_nederland_geld
2020-06-24,17,6_europees_moeten_nederland_geld
2020-06-24,18,4_wij_willen_komen_maken
2020-06-24,19,4_wij_willen_komen_maken
2020-06-24,20,4_wij_willen_komen_maken
2020-06-24,21,7_voorzitter_willen_goed_dank
2020-06-24,22,14_ambulancezorg_zorg_dienst_discussie
2020-06-24,23,4_wij_willen_komen_maken
2020-06-24,24,4_wij_willen_komen_maken
2020-06-24,25,1_motie_komen_moeten_stellen
2020-06-24,26,13_virus_wij_moeten_weer
2020-06-24,27,13_virus_wij_moeten_weer
2020-06-24,28,4_wij_willen_komen_maken
2020-06-24,29,4_wij_willen_komen_maken
2020-06-24,30,14_ambulancezorg_zorg_dienst_discussie
2020-06-24,31,14_ambulancezorg_zorg_dienst_discussie
2020-06-24,32,7_voorzitter_willen_goed_dank
2020-06-24,33,7_voorzitter_willen_goed_dank
2020-06-24,34,14_ambulancezorg_zorg_dienst_discussie
2020-06-24,35,4_wij_willen_komen_maken
2020-06-24,36,1_motie_komen_moeten_stellen
2020-06-24,37,4_wij_willen_komen_maken
2020-06-24,38,4_wij_willen_komen_maken
2020-06-24,39,4_wij_willen_komen_maken
2020-06-25,0,3_corona_coronaproof_verschrikkelijk_afschrikken
2020-06-25,1,4_wij_willen_komen_maken
2020-06-25,2,6_europees_moeten_nederland_geld
2020-06-25,3,6_europees_moeten_nederland_geld
2020-06-25,4,1_motie_komen_moeten_stellen
2020-06-25,5,2_debat_coronavirus_namens_harte
2020-06-25,6,4_wij_willen_komen_maken
2020-06-25,7,9_demonstratie_motie_openbaarmaking_elkaar
2020-06-25,8,0_dier_bedrijf_moeten_volksgezondheid
2020-06-25,9,7_voorzitter_willen_goed_dank
2020-06-25,10,7_voorzitter_willen_goed_dank
2020-06-25,11,4_wij_willen_komen_maken
2020-06-25,12,7_voorzitter_willen_goed_dank
2020-06-25,13,1_motie_komen_moeten_stellen
2020-06-25,14,7_voorzitter_willen_goed_dank
2020-06-25,15,8_nederland_virus_maatregel_coronavirus
2020-06-25,16,4_wij_willen_komen_maken
2020-06-25,17,8_nederland_virus_maatregel_coronavirus
2020-06-25,18,8_nederland_virus_maatregel_coronavirus
2020-06-25,19,8_nederland_virus_maatregel_coronavirus
2020-06-25,20,8_nederland_virus_maatregel_coronavirus
2020-06-25,21,13_virus_wij_moeten_weer
2020-06-25,22,8_nederland_virus_maatregel_coronavirus
2020-06-25,23,13_virus_wij_moeten_weer
2020-06-25,24,3_corona_coronaproof_verschrikkelijk_afschrikken
2020-06-25,25,13_virus_wij_moeten_weer
2020-06-25,26,1_motie_komen_moeten_stellen
2020-06-25,27,4_wij_willen_komen_maken
2020-06-25,28,13_virus_wij_moeten_weer
2020-06-25,29,13_virus_wij_moeten_weer
2020-06-25,30,13_virus_wij_moeten_weer
2020-06-25,31,10_nederland_nederlander_voorzitter_regering
2020-06-25,32,4_wij_willen_komen_maken
2020-06-25,33,4_wij_willen_komen_maken
2020-06-25,34,4_wij_willen_komen_maken
2020-06-25,35,4_wij_willen_komen_maken
2020-06-25,36,4_wij_willen_komen_maken
2020-06-25,37,4_wij_willen_komen_maken
2020-06-25,38,4_wij_willen_komen_maken
2020-06-25,39,4_wij_willen_komen_maken
2020-06-25,40,4_wij_willen_komen_maken
2020-06-25,41,8_nederland_virus_maatregel_coronavirus
2020-06-25,42,4_wij_willen_komen_maken
2020-06-25,43,13_virus_wij_moeten_weer
2020-06-25,44,8_nederland_virus_maatregel_coronavirus
2020-06-25,45,0_dier_bedrijf_moeten_volksgezondheid
2020-06-25,46,4_wij_willen_komen_maken
2020-06-25,47,4_wij_willen_komen_maken
2020-06-25,48,0_dier_bedrijf_moeten_volksgezondheid
2020-06-25,49,4_wij_willen_komen_maken
2020-06-25,50,8_nederland_virus_maatregel_coronavirus
2020-06-25,51,1_motie_komen_moeten_stellen
2020-06-25,52,13_virus_wij_moeten_weer
2020-06-25,53,13_virus_wij_moeten_weer
2020-06-25,54,13_virus_wij_moeten_weer
2020-06-30,0,1_motie_komen_moeten_stellen
2020-06-30,1,1_motie_komen_moeten_stellen
2020-06-30,2,1_motie_komen_moeten_stellen
2020-06-30,3,0_dier_bedrijf_moeten_volksgezondheid
2020-06-30,4,5_nederland_eiland_curaçao_racisme
2020-06-30,5,9_demonstratie_motie_openbaarmaking_elkaar
2020-06-30,6,8_nederland_virus_maatregel_coronavirus
2020-06-30,7,8_nederland_virus_maatregel_coronavirus
2020-06-30,8,8_nederland_virus_maatregel_coronavirus
2020-06-30,9,6_europees_moeten_nederland_geld
2020-06-30,10,7_voorzitter_willen_goed_dank
2020-06-30,11,7_voorzitter_willen_goed_dank
2020-06-30,12,7_voorzitter_willen_goed_dank
2020-06-30,13,4_wij_willen_komen_maken
2020-06-30,14,6_europees_moeten_nederland_geld
2020-06-30,15,4_wij_willen_komen_maken
2020-06-30,16,4_wij_willen_komen_maken
2020-06-30,17,7_voorzitter_willen_goed_dank
2020-06-30,18,1_motie_komen_moeten_stellen
2020-06-30,19,4_wij_willen_komen_maken
2020-06-30,20,4_wij_willen_komen_maken
2020-06-30,21,1_motie_komen_moeten_stellen
2020-06-30,22,4_wij_willen_komen_maken
2020-06-30,23,4_wij_willen_komen_maken
2020-06-30,24,4_wij_willen_komen_maken
2020-06-30,25,4_wij_willen_komen_maken
2020-06-30,26,4_wij_willen_komen_maken
2020-06-30,27,1_motie_komen_moeten_stellen
2020-06-30,28,1_motie_komen_moeten_stellen
2020-06-30,29,1_motie_komen_moeten_stellen
2020-06-30,30,4_wij_willen_komen_maken
2020-06-30,31,4_wij_willen_komen_maken
2020-06-30,32,4_wij_willen_komen_maken
2020-06-30,33,4_wij_willen_komen_maken
2020-06-30,34,1_motie_komen_moeten_stellen
2020-06-30,35,4_wij_willen_komen_maken
2020-06-30,36,4_wij_willen_komen_maken
2020-06-30,37,4_wij_willen_komen_maken
2020-06-30,38,4_wij_willen_komen_maken
2020-06-30,39,4_wij_willen_komen_maken
2020-06-30,40,7_voorzitter_willen_goed_dank
2020-06-30,41,4_wij_willen_komen_maken
2020-06-30,42,4_wij_willen_komen_maken
2020-06-30,43,4_wij_willen_komen_maken
2020-06-30,44,14_ambulancezorg_zorg_dienst_discussie
2020-06-30,45,1_motie_komen_moeten_stellen
2020-07-01,0,8_nederland_virus_maatregel_coronavirus
2020-07-01,1,6_europees_moeten_nederland_geld
2020-07-01,2,7_voorzitter_willen_goed_dank
2020-07-01,3,4_wij_willen_komen_maken
2020-07-01,4,4_wij_willen_komen_maken
2020-07-01,5,1_motie_komen_moeten_stellen
2020-07-01,6,4_wij_willen_komen_maken
2020-07-01,7,4_wij_willen_komen_maken
2020-07-01,8,6_europees_moeten_nederland_geld
2020-07-01,9,4_wij_willen_komen_maken
2020-07-01,10,6_europees_moeten_nederland_geld
2020-07-01,11,6_europees_moeten_nederland_geld
2020-07-01,12,4_wij_willen_komen_maken
2020-07-01,13,4_wij_willen_komen_maken
2020-07-01,14,4_wij_willen_komen_maken
2020-07-01,15,6_europees_moeten_nederland_geld
2020-07-01,16,7_voorzitter_willen_goed_dank
2020-07-01,17,8_nederland_virus_maatregel_coronavirus
2020-07-01,18,4_wij_willen_komen_maken
2020-07-01,19,4_wij_willen_komen_maken
2020-07-01,20,4_wij_willen_komen_maken
2020-07-01,21,4_wij_willen_komen_maken
2020-07-01,22,4_wij_willen_komen_maken
2020-07-01,23,10_nederland_nederlander_voorzitter_regering
2020-07-01,24,6_europees_moeten_nederland_geld
2020-07-01,25,7_voorzitter_willen_goed_dank
2020-07-01,26,1_motie_komen_moeten_stellen
2020-07-01,27,4_wij_willen_komen_maken
2020-07-01,28,4_wij_willen_komen_maken
2020-07-01,29,4_wij_willen_komen_maken
2020-07-01,30,7_voorzitter_willen_goed_dank
2020-07-01,31,4_wij_willen_komen_maken
2020-07-01,32,6_europees_moeten_nederland_geld
2020-07-01,33,4_wij_willen_komen_maken
2020-07-01,34,4_wij_willen_komen_maken
2020-07-01,35,4_wij_willen_komen_maken
2020-07-01,36,4_wij_willen_komen_maken
2020-07-01,37,6_europees_moeten_nederland_geld
2020-07-01,38,4_wij_willen_komen_maken
2020-07-01,39,4_wij_willen_komen_maken
2020-07-01,40,4_wij_willen_komen_maken
2020-07-01,41,4_wij_willen_komen_maken
2020-07-01,42,4_wij_willen_komen_maken
2020-07-01,43,14_ambulancezorg_zorg_dienst_discussie
2020-07-01,44,8_nederland_virus_maatregel_coronavirus
2020-07-01,45,8_nederland_virus_maatregel_coronavirus
2020-07-01,46,5_nederland_eiland_curaçao_racisme
2020-07-01,47,5_nederland_eiland_curaçao_racisme
2020-07-01,48,4_wij_willen_komen_maken
2020-07-01,49,4_wij_willen_komen_maken
2020-07-01,50,8_nederland_virus_maatregel_coronavirus
2020-07-01,51,5_nederland_eiland_curaçao_racisme
2020-07-02,0,7_voorzitter_willen_goed_dank
2020-07-02,1,4_wij_willen_komen_maken
2020-07-02,2,7_voorzitter_willen_goed_dank
2020-07-02,3,6_europees_moeten_nederland_geld
2020-07-02,4,0_dier_bedrijf_moeten_volksgezondheid
2020-07-02,5,4_wij_willen_komen_maken
2020-07-02,6,6_europees_moeten_nederland_geld
2020-07-02,7,6_europees_moeten_nederland_geld
2020-07-02,8,1_motie_komen_moeten_stellen
2020-07-02,9,7_voorzitter_willen_goed_dank
2020-07-02,10,4_wij_willen_komen_maken
2020-07-02,11,6_europees_moeten_nederland_geld
2020-07-02,12,9_demonstratie_motie_openbaarmaking_elkaar
2020-07-02,13,1_motie_komen_moeten_stellen
2020-07-02,14,0_dier_bedrijf_moeten_volksgezondheid
2020-07-02,15,4_wij_willen_komen_maken
2020-07-06,0,4_wij_willen_komen_maken
2020-07-06,1,4_wij_willen_komen_maken
2020-07-06,2,7_voorzitter_willen_goed_dank
2020-07-06,3,7_voorzitter_willen_goed_dank
2020-07-06,4,4_wij_willen_komen_maken
2020-07-06,5,4_wij_willen_komen_maken
2020-07-06,6,6_europees_moeten_nederland_geld
2020-07-06,7,4_wij_willen_komen_maken
2020-07-06,8,4_wij_willen_komen_maken
2020-07-06,9,6_europees_moeten_nederland_geld
2020-07-06,10,4_wij_willen_komen_maken
2020-07-06,11,4_wij_willen_komen_maken
2020-07-06,12,4_wij_willen_komen_maken
2020-07-06,13,7_voorzitter_willen_goed_dank
2020-07-06,14,4_wij_willen_komen_maken
2020-07-06,15,7_voorzitter_willen_goed_dank
2020-07-06,16,4_wij_willen_komen_maken
2020-07-06,17,7_voorzitter_willen_goed_dank
2020-07-06,18,1_motie_komen_moeten_stellen
2020-07-06,19,4_wij_willen_komen_maken
2020-07-06,20,4_wij_willen_komen_maken
2020-07-06,21,4_wij_willen_komen_maken
2020-07-06,22,1_motie_komen_moeten_stellen
2020-07-07,0,4_wij_willen_komen_maken
2020-07-07,1,4_wij_willen_komen_maken
2020-07-07,2,4_wij_willen_komen_maken
2020-07-07,3,0_dier_bedrijf_moeten_volksgezondheid
2020-07-07,4,0_dier_bedrijf_moeten_volksgezondheid
2020-07-07,5,0_dier_bedrijf_moeten_volksgezondheid
2020-07-07,6,4_wij_willen_komen_maken
2020-07-07,7,1_motie_komen_moeten_stellen
2020-07-07,8,4_wij_willen_komen_maken
2020-07-07,9,4_wij_willen_komen_maken
2020-07-07,10,4_wij_willen_komen_maken
2020-07-07,11,7_voorzitter_willen_goed_dank
2020-07-07,12,4_wij_willen_komen_maken
2020-07-07,13,4_wij_willen_komen_maken
2020-07-07,14,4_wij_willen_komen_maken
2020-07-07,15,4_wij_willen_komen_maken
2020-07-07,16,6_europees_moeten_nederland_geld
2020-07-07,17,4_wij_willen_komen_maken
2020-07-07,18,4_wij_willen_komen_maken
2020-07-07,19,6_europees_moeten_nederland_geld
2020-07-07,20,4_wij_willen_komen_maken
2020-07-07,21,1_motie_komen_moeten_stellen
2020-07-07,22,4_wij_willen_komen_maken
2020-07-07,23,6_europees_moeten_nederland_geld
2020-07-07,24,6_europees_moeten_nederland_geld
2020-07-07,25,4_wij_willen_komen_maken
2020-07-07,26,4_wij_willen_komen_maken
2020-07-07,27,6_europees_moeten_nederland_geld
2020-07-07,28,6_europees_moeten_nederland_geld
2020-07-07,29,6_europees_moeten_nederland_geld
2020-07-07,30,4_wij_willen_komen_maken
2020-07-07,31,7_voorzitter_willen_goed_dank
2020-07-14,0,6_europees_moeten_nederland_geld
2020-07-14,1,6_europees_moeten_nederland_geld
2020-07-14,2,6_europees_moeten_nederland_geld
2020-07-14,3,6_europees_moeten_nederland_geld
2020-07-14,4,6_europees_moeten_nederland_geld
2020-07-14,5,10_nederland_nederlander_voorzitter_regering
2020-07-14,6,4_wij_willen_komen_maken
2020-07-14,7,6_europees_moeten_nederland_geld
2020-07-14,8,4_wij_willen_komen_maken
2020-07-14,9,8_nederland_virus_maatregel_coronavirus
2020-07-14,10,6_europees_moeten_nederland_geld
2020-07-14,11,6_europees_moeten_nederland_geld
2020-07-14,12,6_europees_moeten_nederland_geld
2020-07-14,13,6_europees_moeten_nederland_geld
2020-07-14,14,6_europees_moeten_nederland_geld
2020-07-14,15,6_europees_moeten_nederland_geld
2020-07-14,16,6_europees_moeten_nederland_geld
2020-07-14,17,6_europees_moeten_nederland_geld
2020-07-14,18,6_europees_moeten_nederland_geld
2020-07-14,19,6_europees_moeten_nederland_geld
2020-07-14,20,4_wij_willen_komen_maken
2020-07-14,21,6_europees_moeten_nederland_geld
2020-07-14,22,6_europees_moeten_nederland_geld
2020-07-14,23,6_europees_moeten_nederland_geld
2020-07-14,24,4_wij_willen_komen_maken
2020-07-14,25,4_wij_willen_komen_maken
2020-07-14,26,6_europees_moeten_nederland_geld
2020-07-14,27,4_wij_willen_komen_maken
2020-07-14,28,4_wij_willen_komen_maken
2020-07-14,29,4_wij_willen_komen_maken
2020-07-14,30,4_wij_willen_komen_maken
2020-07-14,31,6_europees_moeten_nederland_geld
